Gluten-Free,Sugar-Free,Keto,Vegetarian,Dairy-Free,Paleo,Oil-Free,Predicted Meal
0.5,0.4,0.7,0,1,0.0,0,Chana Masala
0.9,0.4,0.1,1,1,0.5,0,Chatamari
0.9,0.3,0.0,1,1,0.7,0,Chatamari
0.8,0.7,0.5,1,0,0.0,1,
0.1,0.5,0.4,1,1,0.4,0,Farsi Puri
0.0,0.0,0.9,0,0,0.6,1,Piro Aloo
0.5,0.3,0.4,0,0,0.5,1,
0.6,0.2,0.6,1,0,0.3,1,Aloo Tikki
0.8,0.1,0.9,1,0,0.3,0,
0.6,0.5,0.7,0,1,0.3,1,Almond Pudding
0.0,0.0,0.7,1,1,0.5,0,Farsi Puri
0.1,1.0,0.7,0,0,0.5,0,
0.3,0.4,0.9,1,0,0.6,0,
0.5,0.7,0.0,1,1,0.7,1,Adad Daal (Lentil)
0.0,0.1,0.3,1,1,0.1,0,Kulcha
0.0,0.4,0.1,0,1,0.9,0,Chana Masala
0.6,0.3,0.2,0,1,0.4,1,Almond Pudding
0.1,0.1,0.3,1,0,0.3,1,Kwati
0.9,0.1,0.9,1,0,0.6,0,
0.6,0.4,0.8,0,0,0.2,0,Avocado Momo
0.5,0.6,0.3,0,1,0.5,0,
0.4,0.3,0.4,1,1,0.2,0,Cauliflower Momo
0.8,0.4,0.3,1,1,0.6,1,Bhutun
0.8,0.2,0.5,0,1,0.8,1,Sel Roti
0.6,0.2,0.8,0,1,0.7,0,Sel Puri
0.5,0.3,0.4,0,1,0.5,0,Chana Masala
0.3,0.0,0.5,1,0,0.0,1,Chana Daal (Split Bengal Gram)
0.3,0.3,0.6,0,0,0.1,0,Avocado Momo
0.2,0.5,0.3,1,0,0.4,0,Gujhiya
0.4,0.1,0.1,0,1,0.6,0,Chana Masala
0.0,0.7,0.2,0,0,0.1,1,Piro Aloo
0.9,0.1,0.8,0,1,0.4,1,Chilka Moong Daal (Split Mung Bean)
0.0,0.3,0.4,1,1,0.3,0,Farsi Puri
0.0,0.4,0.4,1,1,0.2,0,Farsi Puri
0.0,0.1,0.4,1,1,0.6,1,Dhindo
0.7,0.5,0.0,0,1,0.8,1,Almond Pudding
0.4,0.7,0.6,0,1,0.1,0,Bara Soup
0.7,0.7,0.9,0,0,0.0,0,Avocado Momo
0.5,0.9,0.1,1,1,0.8,0,Bara
0.9,0.1,0.3,1,1,0.9,1,Buckwheat Momo
0.0,0.3,0.4,1,1,0.9,1,Dhindo
0.6,0.9,0.8,1,1,0.4,1,Adad Daal (Lentil)
0.4,0.0,0.0,1,1,0.8,0,Cheese Momo
0.8,0.4,0.0,0,0,0.3,1,Aloo Tama
0.7,0.4,0.2,1,0,0.1,1,Chhurpi
0.6,0.0,0.9,1,1,0.8,1,Janta Roti
0.3,0.0,0.6,0,0,0.7,1,
0.3,0.9,0.3,0,1,0.6,0,Chicken Thukpa Soup
0.2,0.9,0.4,1,0,0.7,0,
0.4,0.8,0.8,1,1,0.4,1,Adad Daal (Lentil)
0.3,0.4,0.9,0,0,0.3,0,Avocado Momo
0.8,0.2,0.2,0,0,0.4,0,Avocado Momo
0.4,0.5,0.7,0,0,0.0,1,Bhakka
0.5,0.3,0.5,1,1,0.8,0,Cheese Momo
0.8,0.9,0.0,1,0,0.4,0,Butter Tea
0.0,0.7,0.5,0,1,0.4,0,
0.1,0.6,0.9,0,0,0.4,0,
0.1,0.8,0.4,1,1,0.5,1,Chatpate
0.9,0.2,0.5,0,1,0.4,1,Chilka Moong Daal (Split Mung Bean)
0.2,0.4,0.5,1,1,0.8,0,Chicken Choyla
0.4,0.5,0.4,0,0,0.4,1,Piro Aloo
0.7,0.2,0.9,1,1,0.0,0,Cauliflower Momo
0.8,0.5,0.8,0,1,0.3,0,Fish Soup
0.0,0.4,0.8,1,1,0.0,1,Dhindo
0.1,0.0,0.1,0,0,0.2,1,
0.4,0.9,0.1,1,1,0.6,1,Adad Daal (Lentil)
0.0,0.9,0.6,0,0,0.1,1,Piro Aloo
0.7,0.4,0.1,0,0,0.1,0,Avocado Momo
0.8,0.4,0.7,0,0,0.5,0,Cream of Mushroom Soup
0.7,0.5,0.3,0,0,0.9,1,Aloo Tama
0.7,0.6,0.6,1,1,0.9,1,Bajra Roti
0.4,0.7,0.4,0,1,0.6,1,Almond Pudding
0.0,0.6,0.7,1,1,0.0,0,Farsi Puri
0.2,0.2,0.0,0,1,0.7,0,Chana Masala
0.7,0.5,0.4,0,1,0.8,0,
0.0,0.2,0.2,0,1,0.2,0,
0.2,0.7,0.3,1,0,0.4,0,Gujhiya
0.4,0.3,0.5,1,0,0.4,0,
0.0,0.0,0.5,0,1,0.1,0,
0.8,0.2,1.0,0,1,0.7,0,Sel Puri
0.4,0.3,0.1,1,1,0.4,0,Cauliflower Momo
0.9,0.8,0.0,1,0,0.4,1,
0.2,0.7,0.0,0,1,0.3,1,Almond Pudding
0.4,0.3,0.1,0,0,0.7,1,
0.3,0.5,0.2,0,1,0.8,0,Chana Masala
0.0,0.8,0.3,1,1,0.7,0,Bhatura
0.0,0.6,0.2,1,0,0.5,0,Gujhiya
0.1,0.1,0.1,1,1,0.0,0,
0.4,0.9,0.5,0,1,0.8,0,
0.7,0.0,0.8,1,1,0.3,1,Carrot Pudding
0.8,0.1,0.7,1,1,0.3,1,Carrot Pudding
0.3,0.3,0.1,1,0,0.4,1,Chana Daal (Split Bengal Gram)
0.0,0.6,0.3,0,1,0.0,1,
0.4,0.1,0.1,0,1,0.4,0,Chana Masala
0.5,0.4,0.4,0,1,0.5,1,Almond Pudding
0.6,0.0,0.8,1,0,0.6,1,
0.5,0.4,0.7,0,0,0.3,0,Avocado Momo
0.5,0.2,0.2,1,1,0.2,0,Cauliflower Momo
0.0,0.1,0.7,1,1,0.1,0,Farsi Puri
0.5,0.3,0.8,0,1,0.0,0,Chana Masala
0.1,0.5,0.6,1,1,0.4,1,Chatpate
0.7,0.5,0.1,0,1,0.5,1,Almond Pudding
0.7,0.6,0.0,0,0,0.5,1,Aloo Tama
0.6,0.6,0.0,1,0,0.7,0,
0.1,0.9,0.1,1,1,0.3,1,Adad Daal (Lentil)
0.1,0.7,0.0,1,0,0.5,0,Gujhiya
0.8,0.7,0.6,0,0,0.3,0,Cream of Mushroom Soup
0.3,0.5,0.7,1,0,0.6,0,
0.6,0.9,0.5,1,1,0.2,0,Bara
0.6,0.9,0.0,1,1,0.0,1,Adad Daal (Lentil)
0.5,0.9,0.3,0,0,0.6,0,
0.1,0.4,0.6,0,0,0.4,0,
0.5,0.3,0.6,1,1,0.9,0,Cheese Momo
0.0,0.7,0.3,0,0,0.9,0,
0.3,0.1,0.5,1,0,0.6,0,
0.8,0.4,0.5,1,0,0.0,0,
0.1,0.8,0.5,0,0,0.6,0,
0.7,0.8,0.9,1,1,0.4,1,Bajra Roti
0.9,0.0,0.8,0,0,0.9,0,
0.0,0.7,0.4,0,0,0.6,0,
0.6,0.9,0.6,0,1,0.8,1,
0.0,0.5,0.9,1,0,0.7,0,Gujhiya
0.1,0.8,0.8,1,0,0.6,0,
0.5,0.6,0.3,0,0,0.1,0,Avocado Momo
0.9,0.0,0.1,0,1,0.7,1,Sel Roti
0.3,0.5,0.5,1,0,0.0,0,Gujhiya
0.5,0.0,0.1,0,1,0.1,1,Chilka Moong Daal (Split Mung Bean)
0.5,0.2,0.3,1,0,0.1,0,Palak Paneer
0.0,0.3,0.5,0,0,0.3,0,
0.1,0.7,0.3,1,1,0.7,0,Farsi Puri
0.4,0.9,0.3,1,1,0.6,1,Adad Daal (Lentil)
0.2,0.2,0.2,1,0,0.1,0,Gujhiya
0.1,0.1,0.7,1,0,0.0,0,Gujhiya
0.3,0.9,0.0,0,0,0.1,0,Butter Chicken
0.2,0.7,0.3,1,1,0.0,1,Chatpate
0.7,0.1,0.4,1,0,0.9,1,
0.4,0.2,0.7,1,0,0.2,1,Baingan Bharta
0.8,0.3,0.4,1,1,0.4,0,Cauliflower Momo
0.1,0.1,0.8,1,1,0.7,0,Farsi Puri
0.9,0.4,0.2,0,1,0.8,1,
0.2,0.6,0.0,0,0,0.3,1,Piro Aloo
0.2,0.8,0.9,1,1,0.2,0,Farsi Puri
0.0,0.8,0.8,1,1,0.7,1,Chatpate
0.5,0.1,0.8,0,1,0.0,0,Chana Masala
0.0,0.7,0.0,0,1,0.7,0,Bistaa Soup
0.4,0.6,0.8,0,1,0.0,0,Bara Soup
0.7,0.2,0.2,0,0,0.2,1,Bhakka
0.9,0.4,0.9,1,1,0.3,0,Bara
0.2,0.5,0.8,1,1,0.3,1,Chatpate
0.9,0.9,0.1,0,1,0.0,0,Bara Soup
0.1,0.5,0.8,1,0,0.5,0,Gujhiya
0.2,0.8,0.2,0,0,0.7,1,Aloo Tama
0.5,0.3,0.3,0,1,0.4,1,Almond Pudding
0.5,0.1,0.9,1,1,0.2,0,Cauliflower Momo
0.2,0.5,0.1,1,1,0.8,0,Chicken Choyla
0.1,0.8,0.1,0,1,0.0,1,Almond Pudding
0.4,0.9,0.6,0,1,0.5,1,Almond Pudding
0.3,0.4,0.1,1,1,0.0,0,Kulcha
0.9,0.1,0.2,1,0,0.4,1,Chhurpi
0.6,0.0,0.9,1,1,0.8,0,Jeri Swari
0.3,0.9,0.8,1,0,0.4,1,Chana Chaat
0.2,0.0,0.8,0,0,0.9,1,
0.0,0.5,0.4,0,1,0.9,0,
0.1,0.4,0.4,0,1,0.5,1,
0.5,0.6,0.7,1,1,0.1,1,Cashew Pudding
0.8,0.3,0.3,1,0,0.8,0,
0.9,0.8,0.0,1,0,0.8,0,
0.7,0.7,0.7,1,1,0.5,0,Bara
0.5,0.1,0.2,1,0,0.0,1,Chana Daal (Split Bengal Gram)
0.7,0.5,0.4,1,0,0.7,0,
0.5,0.5,0.8,1,1,0.5,0,Bara
0.7,0.0,0.5,0,0,0.0,1,Bhakka
0.2,1.0,0.9,1,1,0.6,0,Bara
0.7,0.5,0.8,1,0,0.5,1,
0.1,0.4,0.0,0,0,0.3,1,Piro Aloo
0.7,0.6,0.0,1,1,0.3,0,Bara
0.3,0.0,0.1,1,0,0.6,0,Palak Paneer
0.0,0.3,0.7,0,0,0.1,1,Piro Aloo
0.2,0.7,0.2,1,0,0.9,1,Chana Chaat
0.6,0.9,0.6,1,1,0.8,0,Bara
0.5,0.3,0.6,0,1,0.4,0,Chana Masala
0.2,0.0,0.3,1,0,0.5,0,Tareko Machha
0.6,0.6,0.5,0,1,0.6,0,
0.2,0.0,0.1,0,0,0.3,0,Butter Chicken
0.2,0.3,0.8,0,0,0.2,1,Bhakka
0.3,0.3,0.7,1,1,0.8,1,Chatpate
0.8,0.4,0.6,0,0,0.9,0,
0.6,0.0,0.8,0,1,0.1,1,Chilka Moong Daal (Split Mung Bean)
0.1,0.1,0.6,0,0,0.5,0,
0.6,0.5,0.4,0,1,0.4,1,Almond Pudding
0.6,0.2,0.4,1,1,0.5,0,Cauliflower Momo
0.8,0.8,0.0,0,1,0.4,1,Almond Pudding
0.9,0.1,0.0,1,1,0.2,1,Bhutun
0.2,0.3,0.0,1,1,0.7,0,Farsi Puri
0.4,0.1,0.9,0,0,0.5,0,Avocado Momo
0.6,0.4,0.1,0,1,0.3,0,Chana Masala
0.7,0.0,0.4,1,1,0.8,0,Cheese Momo
0.5,0.6,0.0,1,1,0.0,0,Cauliflower Momo
0.8,0.7,0.3,0,1,0.8,0,
0.7,0.4,0.7,0,0,0.9,0,
1.0,0.7,0.6,0,1,0.7,1,
0.6,0.5,0.5,0,1,0.7,1,Almond Pudding
0.2,0.4,0.0,1,0,0.2,0,Gujhiya
0.4,0.9,0.6,0,0,0.0,1,Piro Aloo
0.1,0.5,0.1,1,1,0.9,1,Chatpate
0.3,0.8,0.4,0,1,0.5,1,Almond Pudding
0.8,0.6,0.9,0,1,0.2,1,Almond Pudding
0.2,0.0,0.7,0,1,0.6,1,
0.7,0.5,0.2,1,0,0.4,1,
0.3,0.1,0.6,1,0,0.6,0,
0.1,0.1,0.0,0,1,0.2,0,
0.8,0.4,0.3,1,1,0.7,0,Chatamari
0.3,0.1,0.8,0,1,0.1,1,
0.8,0.4,0.9,1,0,0.9,1,
0.0,0.7,0.3,0,1,0.5,1,Almond Pudding
0.1,0.4,0.7,1,1,0.5,1,Dhindo
0.5,0.6,0.7,0,0,0.1,0,Avocado Momo
0.7,0.1,0.6,1,0,0.3,0,
0.3,0.7,0.0,1,1,0.9,0,Bara
0.6,0.9,0.2,1,1,0.9,1,Adad Daal (Lentil)
0.7,0.7,0.3,1,1,0.9,1,Adad Daal (Lentil)
0.6,0.2,0.5,0,0,0.3,0,Avocado Momo
0.3,0.3,0.3,1,1,1.0,0,Cheese Momo
0.0,0.9,0.7,1,0,0.5,1,Kwati
1.0,0.2,0.5,1,0,0.9,1,
0.7,0.1,0.5,0,1,0.4,0,Chana Masala
0.6,0.1,0.5,1,0,0.4,0,
0.2,0.3,0.4,1,1,0.8,1,Chatpate
0.4,0.7,1.0,0,0,0.2,0,Avocado Momo
0.6,0.2,0.6,0,1,0.6,0,Chana Masala
0.3,0.1,0.5,1,1,0.9,1,Chickpea Flour Pudding
0.9,0.9,0.9,1,1,0.9,1,Bajra Roti
0.6,0.5,0.0,0,1,0.4,1,Almond Pudding
0.4,0.4,0.9,0,1,0.1,1,Almond Pudding
0.7,0.8,0.2,1,0,0.4,1,
0.8,0.6,0.0,1,0,0.2,1,Chhurpi
0.2,0.2,0.8,0,1,0.3,0,Chana Masala
0.6,0.4,0.1,1,1,0.3,1,Bhutun
0.9,0.8,0.7,0,0,0.6,0,Cream of Mushroom Soup
0.5,0.2,0.3,0,1,0.7,0,Chana Masala
0.0,0.9,0.0,0,0,0.5,1,Piro Aloo
0.4,0.6,0.2,0,0,0.1,0,Avocado Momo
0.1,0.9,0.8,0,1,0.1,1,Almond Pudding
0.4,0.4,0.6,0,1,0.7,1,Almond Pudding
0.1,0.3,0.9,1,1,0.7,1,Chatpate
0.8,0.6,0.6,0,1,0.9,0,
0.3,0.4,0.2,1,1,0.0,0,Kulcha
0.5,0.3,0.4,1,1,0.8,0,Cheese Momo
0.0,0.2,0.9,1,1,0.4,1,Dhindo
0.4,0.3,0.8,0,1,0.6,0,Chana Masala
0.8,0.7,0.2,1,0,0.3,0,Butter Tea
0.3,0.6,0.6,1,1,0.4,0,Cauliflower Momo
0.6,0.5,0.1,0,1,0.0,1,Almond Pudding
0.1,0.5,0.9,1,1,0.0,0,Farsi Puri
0.3,0.2,0.5,0,1,0.4,0,Chana Masala
0.7,0.3,0.5,1,1,0.7,0,Cheese Momo
0.9,0.2,0.7,1,1,0.3,0,Cauliflower Momo
0.7,0.8,0.4,0,1,0.3,1,Almond Pudding
0.6,0.6,0.6,1,1,0.4,1,Bhutun
0.7,0.1,0.5,1,1,0.2,1,Carrot Pudding
0.4,0.5,0.7,0,0,0.3,1,Aloo Tama
0.0,0.7,0.5,0,1,0.8,1,Almond Pudding
0.2,0.8,0.8,0,0,0.5,0,
0.6,0.1,0.2,1,0,0.9,1,
0.8,0.2,0.2,1,1,0.0,0,Cauliflower Momo
0.1,0.5,0.8,0,0,0.7,0,
0.3,0.7,0.7,0,0,0.6,0,
0.7,0.1,0.9,0,1,0.7,0,Sel Puri
0.6,0.3,0.6,1,0,0.9,0,
0.4,0.8,0.8,1,1,0.9,0,Bara
0.4,0.7,0.9,1,1,0.9,1,Bajra Roti
0.1,0.1,1.0,1,1,0.3,0,Farsi Puri
0.0,0.8,0.0,1,0,0.5,1,Kwati
0.3,0.7,0.2,1,1,0.2,0,Cauliflower Momo
0.5,0.2,0.1,1,0,0.0,1,Chana Daal (Split Bengal Gram)
0.6,0.0,0.4,1,1,0.1,1,Carrot Pudding
0.0,0.9,0.3,1,1,0.5,0,Bhatura
0.4,0.9,0.4,0,1,0.6,0,Bara Soup
0.5,0.8,0.1,1,0,0.5,0,
0.9,0.2,0.7,0,1,0.5,0,Sel Puri
0.6,0.8,0.9,1,1,0.7,0,Bara
0.8,0.2,0.3,1,0,0.6,1,
0.8,0.2,0.8,0,0,0.5,0,Cream of Mushroom Soup
0.1,0.9,0.5,1,0,0.5,0,Gujhiya
0.3,0.5,0.6,1,1,0.5,1,Cashew Pudding
0.0,0.8,0.9,1,0,0.4,0,Gujhiya
0.1,0.7,0.6,0,0,0.3,1,Piro Aloo
0.4,0.6,0.5,0,0,0.2,0,Avocado Momo
0.5,0.8,0.7,1,1,0.8,0,Bara
0.3,0.4,0.4,0,0,0.5,1,Piro Aloo
0.8,0.8,0.8,0,0,0.4,1,Aloo Tama
0.9,0.0,0.3,0,1,0.6,0,Sel Puri
0.5,0.4,0.7,0,1,0.0,0,Chana Masala
0.0,0.6,0.4,1,1,0.8,0,Farsi Puri
0.5,0.8,0.4,0,1,0.9,1,Almond Pudding
0.6,0.3,0.5,1,1,0.2,1,Carrot Pudding
0.7,0.9,0.1,1,0,0.0,0,Butter Tea
0.4,0.2,0.3,0,0,0.2,0,Avocado Momo
0.9,0.1,0.0,1,0,0.9,1,
0.0,0.2,0.3,0,1,0.6,0,
0.4,0.4,0.2,0,0,0.6,0,
0.5,0.8,0.6,1,0,0.4,0,
0.5,0.2,0.2,1,0,1.0,1,
0.4,0.0,0.1,0,1,0.3,0,Chana Masala
0.1,0.3,0.1,1,1,0.4,1,Dhindo
0.0,0.8,0.3,0,1,0.7,0,Bistaa Soup
0.6,0.2,0.8,1,1,0.8,0,Jeri Swari
0.7,0.9,0.8,1,0,0.6,1,
0.4,0.7,0.3,0,0,0.6,1,Aloo Tama
0.6,0.6,0.8,0,1,0.9,1,
0.8,0.1,0.8,1,0,0.7,1,
0.0,0.2,0.9,0,0,0.6,0,
0.8,0.2,0.0,1,1,0.4,0,Cauliflower Momo
0.0,0.4,0.2,0,0,0.0,0,Butter Chicken
0.7,0.0,0.6,0,0,0.1,0,Avocado Momo
0.1,0.1,0.1,1,0,0.9,1,Kwati
0.1,0.8,0.7,0,1,0.4,0,Bara Soup
0.9,0.4,0.0,1,0,0.6,1,
0.2,0.5,0.5,1,1,0.2,1,Chatpate
0.1,0.2,0.2,0,1,0.2,1,
0.3,0.0,0.6,1,1,0.6,0,Cauliflower Momo
0.1,0.1,0.8,0,0,0.7,0,
0.7,0.3,0.7,0,0,0.0,0,Avocado Momo
0.1,0.6,0.3,0,1,0.6,1,Almond Pudding
0.1,0.7,0.0,0,1,0.7,0,Bistaa Soup
0.6,0.9,0.0,1,0,0.2,1,Aloo Tikki
0.7,0.7,0.3,1,0,0.9,0,
0.1,0.4,0.0,0,1,0.4,1,
0.4,0.3,0.6,1,1,0.0,1,Cashew Pudding
0.8,0.7,0.0,1,1,0.7,0,Bara
0.5,0.7,0.1,0,1,0.4,0,Chicken Thukpa Soup
0.4,0.4,0.4,0,0,0.7,1,Aloo Tama
0.6,0.8,0.1,1,1,0.5,0,Bara
0.1,0.2,0.4,0,0,0.7,0,
0.5,0.1,0.3,0,1,0.5,0,Chana Masala
0.9,0.5,0.7,0,0,0.9,0,Cream of Mushroom Soup
0.0,0.9,0.7,0,1,0.8,1,Almond Pudding
0.9,0.3,0.3,1,0,0.0,0,
0.9,0.6,0.6,1,0,0.8,1,
0.3,0.2,0.0,1,0,0.0,1,Chana Daal (Split Bengal Gram)
0.8,0.0,0.0,1,0,0.6,0,
0.8,0.9,0.5,1,1,0.0,1,Adad Daal (Lentil)
0.0,0.9,0.8,1,1,0.4,1,Chatpate
0.2,0.1,0.0,1,0,0.0,0,Gujhiya
0.3,0.7,0.3,0,0,0.6,0,
0.4,0.3,0.7,0,1,0.0,0,Chana Masala
0.1,0.6,0.7,0,0,0.4,0,
0.4,0.5,0.3,0,0,0.3,1,Piro Aloo
0.6,0.8,0.4,1,1,0.8,0,Bara
0.7,0.4,0.9,1,0,0.2,0,
0.5,0.9,0.9,0,1,0.8,1,
0.8,0.2,0.8,1,1,0.0,0,Cauliflower Momo
0.3,0.0,0.0,1,1,0.8,1,Carrot Pudding
0.8,0.4,0.7,1,1,0.5,0,Bara
0.1,0.1,0.4,1,1,0.0,1,Gundruk
0.1,0.7,0.1,0,1,0.6,0,Bistaa Soup
0.8,0.9,0.9,1,1,0.1,0,Bara
0.1,0.7,0.4,1,1,0.4,0,Farsi Puri
0.6,0.7,0.3,0,0,0.1,0,Avocado Momo
0.7,0.0,0.5,0,1,0.3,0,Chana Masala
0.3,0.4,0.5,1,1,0.9,0,Chicken Choyla
0.8,0.1,0.1,0,0,0.0,0,Avocado Momo
0.8,0.5,0.0,1,0,0.0,1,Chhurpi
0.1,0.9,0.3,1,0,0.2,0,Gujhiya
0.9,0.4,0.4,1,0,0.4,0,
0.7,0.0,0.0,0,1,0.3,0,Chana Masala
0.4,0.5,0.3,0,0,0.9,0,
0.7,0.9,0.7,1,0,0.2,1,
0.9,0.8,0.8,0,1,0.5,1,
0.8,0.9,0.2,1,0,0.0,0,Butter Tea
0.1,0.2,0.5,0,1,0.5,1,
0.9,0.1,0.1,1,1,1.0,0,Cheese Momo
0.2,0.6,0.5,0,0,0.5,1,Piro Aloo
0.7,0.1,0.4,0,1,0.5,1,Chilka Moong Daal (Split Mung Bean)
0.2,0.2,0.4,1,1,0.9,1,Chickpea Flour Pudding
0.2,0.0,0.1,1,0,0.9,1,Chana Chaat
0.0,0.1,0.7,0,0,0.7,0,
0.4,0.0,0.4,0,1,0.8,0,Chana Masala
0.1,0.4,0.5,0,1,0.2,1,
0.2,0.8,0.7,1,0,0.2,0,Palak Paneer
0.2,0.7,0.9,0,1,0.9,0,
0.3,0.8,0.3,0,1,0.0,0,Bara Soup
0.7,0.6,0.0,0,1,0.9,1,Almond Pudding
0.6,0.4,0.1,0,0,0.8,0,
0.1,0.6,0.3,0,1,0.3,0,
0.1,0.8,0.7,1,1,0.2,0,Farsi Puri
0.4,0.0,0.0,1,0,0.4,0,Palak Paneer
0.0,0.8,0.4,0,0,0.5,0,
0.9,0.0,0.5,0,1,0.4,1,Chilka Moong Daal (Split Mung Bean)
0.6,0.0,0.6,0,1,0.3,0,Chana Masala
0.6,0.0,0.6,1,1,0.2,0,Cauliflower Momo
0.6,0.3,0.3,1,1,0.1,0,Cauliflower Momo
0.5,0.4,0.2,0,0,0.1,1,Bhakka
0.3,0.7,0.5,0,1,0.3,0,Bara Soup
0.3,0.1,0.8,0,0,0.8,1,
0.3,0.6,0.8,0,1,0.6,0,Chana Masala
0.5,0.2,0.3,0,1,0.2,0,Chana Masala
0.1,0.1,0.0,0,0,0.3,0,Butter Chicken
0.4,0.0,0.7,1,0,0.5,0,
0.3,0.9,0.1,0,1,0.6,1,Almond Pudding
0.3,0.5,0.6,0,1,0.4,0,Chana Masala
0.0,0.4,0.3,1,1,0.7,0,Farsi Puri
0.5,0.1,0.5,0,1,0.1,1,Chilka Moong Daal (Split Mung Bean)
0.2,0.2,0.9,0,0,0.9,0,
0.9,0.0,0.7,1,0,0.3,0,
0.5,0.6,0.3,0,1,0.1,0,Bara Soup
0.2,0.4,0.8,1,1,0.4,1,Chatpate
0.3,0.6,0.2,1,1,0.3,0,Cauliflower Momo
0.9,0.7,0.2,0,1,0.7,0,
0.8,0.6,0.4,0,1,0.7,0,
0.8,0.1,0.9,0,1,0.8,1,Sel Roti
0.9,0.0,0.9,1,1,0.2,0,Cauliflower Momo
0.3,0.6,0.2,0,0,0.7,0,
0.0,0.3,0.2,1,1,0.1,0,Kulcha
0.8,0.2,0.6,1,1,0.9,0,Cheese Momo
0.9,0.0,0.7,0,0,0.2,0,Avocado Momo
0.4,0.8,0.4,0,1,0.6,0,
0.5,0.9,0.6,0,0,0.3,1,Aloo Tama
0.5,0.6,0.5,1,1,0.3,1,Cashew Pudding
0.5,0.7,0.0,1,1,0.7,1,Adad Daal (Lentil)
0.4,0.2,0.7,1,1,0.0,0,Cauliflower Momo
0.2,0.9,0.5,1,1,0.2,1,Adad Daal (Lentil)
0.2,0.5,0.1,1,1,0.7,0,Farsi Puri
0.4,0.2,0.4,0,0,0.3,0,Avocado Momo
0.9,0.1,0.2,0,0,0.5,0,Broccoli Momo
0.3,0.2,0.3,0,0,0.0,1,Bhakka
0.6,0.6,0.4,1,1,0.6,0,Bara
0.2,0.3,0.1,0,1,0.7,0,Chana Masala
0.0,0.4,0.6,0,1,0.4,0,
0.4,0.4,0.7,1,1,0.7,1,Chatpate
0.0,0.2,0.8,0,0,0.2,1,Piro Aloo
0.9,0.5,0.8,0,1,0.0,0,Bara Soup
0.1,0.7,0.4,1,1,0.2,1,Chatpate
0.2,0.0,0.0,0,1,0.1,0,
0.6,0.2,0.3,1,1,0.7,0,Cheese Momo
0.1,0.5,0.6,0,1,0.1,0,
1.0,0.0,0.3,1,0,0.3,1,Chhurpi
0.6,0.5,0.3,0,0,0.6,0,Avocado Momo
0.5,0.1,0.6,0,1,0.9,0,Sel Puri
0.8,0.5,0.1,0,0,0.2,1,Aloo Tama
0.2,0.9,0.0,1,1,0.6,0,Bara
0.7,0.9,0.8,1,1,0.7,0,Bara
0.0,0.9,0.4,0,1,0.0,1,Almond Pudding
0.5,0.3,0.7,0,1,0.5,0,Chana Masala
0.6,0.2,0.5,1,1,0.5,0,Cauliflower Momo
0.4,0.9,0.4,1,0,0.8,0,
0.6,0.4,0.8,0,0,0.6,0,Cream of Mushroom Soup
0.4,0.6,0.9,0,1,0.5,0,
0.0,0.1,0.3,0,1,0.5,0,
0.8,0.7,0.9,0,0,0.5,1,Aloo Tama
0.6,0.0,0.1,0,1,0.1,0,Chana Masala
0.6,0.3,0.0,1,0,0.0,0,Palak Paneer
0.4,0.3,0.9,1,0,0.7,1,
0.0,0.2,0.7,1,0,0.2,0,Gujhiya
0.0,0.9,0.4,1,1,0.0,1,Chatpate
0.5,0.4,0.2,0,1,0.6,0,Chana Masala
0.4,0.0,0.8,0,0,0.0,0,Avocado Momo
0.4,0.6,0.8,1,1,0.2,1,Cashew Pudding
0.3,0.7,0.5,0,0,0.8,0,
0.4,0.6,0.2,1,1,0.6,0,Bara
0.6,0.6,0.7,0,0,0.8,0,Cream of Mushroom Soup
0.6,0.0,0.7,0,0,0.8,1,
0.7,0.9,0.5,1,1,0.0,1,Adad Daal (Lentil)
0.6,0.5,0.0,1,1,0.2,0,Cauliflower Momo
0.1,0.2,0.5,1,1,0.6,0,Farsi Puri
0.7,0.7,0.9,0,1,0.7,0,
0.8,0.7,0.3,0,1,0.8,0,
0.5,0.1,0.7,1,1,0.1,0,Cauliflower Momo
0.0,0.3,0.6,0,1,0.9,0,Chana Masala
0.2,0.9,0.0,0,1,0.5,0,Bistaa Soup
0.2,0.2,0.9,1,1,0.1,0,Farsi Puri
0.4,0.4,0.8,0,1,0.6,1,Almond Pudding
0.2,0.6,0.5,1,1,0.2,0,Farsi Puri
0.2,0.6,0.2,0,1,0.2,0,
0.0,0.1,0.1,0,1,0.2,0,
0.1,0.2,0.1,1,1,0.9,0,Farsi Puri
0.5,0.1,0.9,1,0,0.2,1,Dahi Bhalla
0.5,0.9,0.1,0,1,0.8,1,Almond Pudding
0.4,0.8,0.6,1,1,0.4,1,Adad Daal (Lentil)
0.9,0.4,0.8,1,1,0.6,1,Carrot Momo
0.4,0.2,0.6,1,1,0.0,1,Cashew Pudding
0.2,0.1,0.2,1,0,0.5,0,Palak Paneer
0.9,0.4,0.3,1,1,0.9,0,Cheese Momo
0.9,0.2,0.6,1,1,0.1,0,Cauliflower Momo
0.7,0.5,0.9,1,1,0.2,1,Cashew Pudding
0.6,0.1,0.7,1,0,0.2,0,
0.8,0.7,0.8,0,1,0.2,1,Almond Pudding
0.5,0.3,0.4,1,1,0.8,0,Cheese Momo
0.0,0.3,0.4,0,1,0.8,0,Chana Masala
0.0,0.8,0.0,0,1,0.9,0,Bistaa Soup
